,0
curve 1 at 509,-2.371355013702991
curve 2 at 509,0.0
curve 3 at 509,3.371750638445799e+22
curve 1 at 510,0.2650159789205814
curve 2 at 510,0.0
curve 3 at 510,3.3171913627766993e+22
curve 1 at 511,2.657732502708376
curve 2 at 511,0.0
curve 3 at 511,3.263406139690447e+22
curve 1 at 512,2.6069420202674936
curve 2 at 512,0.0
curve 3 at 512,3.2103855370957178e+22
curve 1 at 513,0.1593410669217707
curve 2 at 513,0.0
curve 3 at 513,3.1581202188740673e+22
curve 1 at 514,-2.434757328512849
curve 2 at 514,0.0
curve 3 at 514,3.106600944097109e+22
curve 1 at 515,-2.790351064571459
curve 2 at 515,0.0
curve 3 at 515,3.0558185662484824e+22
curve 1 at 516,-0.5805089002263063
curve 2 at 516,0.0
curve 3 at 516,3.0057640324506094e+22
curve 1 at 517,2.1630504698329567
curve 2 at 517,0.0
curve 3 at 517,2.9564283826962036e+22
curve 1 at 518,2.9179112133461254
curve 2 at 518,0.0
curve 3 at 518,2.9078027490845195e+22
curve 1 at 519,0.990057843945869
curve 2 at 519,0.0
curve 3 at 519,2.8598783550623326e+22
curve 1 at 520,-1.8480501412925416
curve 2 at 520,0.0
curve 3 at 520,2.812646514669604e+22
curve 1 at 521,-2.987069349346472
curve 2 at 521,0.0
curve 3 at 521,2.766098631789838e+22
curve 1 at 522,-1.3797907731873438
curve 2 at 522,0.0
curve 3 at 522,2.7202261994051006e+22
curve 1 at 523,1.4960610766090618
curve 2 at 523,0.0
curve 3 at 523,2.6750207988556735e+22
curve 1 at 524,2.996441272010239
curve 2 at 524,0.0
curve 3 at 524,2.6304740991043436e+22
curve 1 at 525,1.7419071807221262
curve 2 at 525,0.0
curve 3 at 525,2.586577856005284e+22
curve 1 at 526,-1.114128339305369
curve 2 at 526,0.0
curve 3 at 526,2.5433239115775263e+22
curve 1 at 527,-2.94583940224159
curve 2 at 527,0.0
curve 3 at 527,2.5007041932830014e+22
curve 1 at 528,-2.069159304191338
curve 2 at 528,0.0
curve 3 at 528,2.4587107133091192e+22
curve 1 at 529,0.7098963157153991
curve 2 at 529,0.0
curve 3 at 529,2.417335567855881e+22
curve 1 at 530,2.836276536807992
curve 2 at 530,0.0
curve 3 at 530,2.376570936427497e+22
curve 1 at 531,2.3549971901187203
curve 2 at 531,0.0
curve 3 at 531,2.336409081128498e+22
curve 1 at 532,-0.29145571253972313
curve 2 at 532,0.0
curve 3 at 532,2.296842345964311e+22
curve 1 at 533,-2.6699455772060285
curve 2 at 533,0.0
curve 3 at 533,2.2578631561462912e+22
curve 1 at 534,-2.593699791273994
curve 2 at 534,0.0
curve 3 at 534,2.2194640174011782e+22
curve 1 at 535,-0.1328183787040746
curve 2 at 535,0.0
curve 3 at 535,2.181637515284982e+22
curve 1 at 536,2.4501756387230356
curve 2 at 536,0.0
curve 3 at 536,2.1443763145012423e+22
curve 1 at 537,2.7804894734720706
curve 2 at 537,0.0
curve 3 at 537,2.1076731582236804e+22
curve 1 at 538,0.5544341091950636
curve 2 at 538,0.0
curve 3 at 538,2.071520867423202e+22
curve 1 at 539,-2.181365418171989
curve 2 at 539,0.0
curve 3 at 539,2.0359123401992344e+22
curve 1 at 540,-2.9116276399537524
curve 2 at 540,0.0
curve 3 at 540,2.0008405511153887e+22
curve 1 at 541,-0.9649528372208553
curve 2 at 541,0.0
curve 3 at 541,1.9662985505394255e+22
curve 1 at 542,1.8688951539448888
curve 2 at 542,0.0
curve 3 at 542,1.9322794639874914e+22
curve 1 at 543,2.9844895594252865
curve 2 at 543,0.0
curve 3 at 543,1.8987764914726344e+22
curve 1 at 544,1.3561580276488523
curve 2 at 544,0.0
curve 3 at 544,1.8657829068575494e+22
curve 1 at 545,-1.5190189405047598
curve 2 at 545,0.0
curve 3 at 545,1.8332920572115641e+22
curve 1 at 546,-2.9976169000730524
curve 2 at 546,0.0
curve 3 at 546,1.8012973621718236e+22
curve 1 at 547,-1.720219705932791
curve 2 at 547,0.0
curve 3 at 547,1.7697923133086695e+22
curve 1 at 548,1.1387395526424524
curve 2 at 548,0.0
curve 3 at 548,1.738770473495189e+22
curve 1 at 549,2.9507469180847328
curve 2 at 549,0.0
curve 3 at 549,1.7082254762809185e+22
curve 1 at 550,2.0498511751065234
curve 2 at 550,0.0
curve 3 at 550,1.6781510252696808e+22
curve 1 at 551,-0.7356682848915919
curve 2 at 551,0.0
curve 3 at 551,1.6485408935015388e+22
curve 1 at 552,-2.844817716468497
curve 2 at 552,0.0
curve 3 at 552,1.6193889228388508e+22
curve 1 at 553,-2.338454859073337
curve 2 at 553,0.0
curve 3 at 553,1.590689023356401e+22
curve 1 at 554,0.3178726114167373
curve 2 at 554,0.0
curve 3 at 554,1.562435172735598e+22
curve 1 at 555,2.6819494689149175
curve 2 at 555,0.0
curve 3 at 555,1.534621415662712e+22
curve 1 at 556,2.580254353136388
curve 2 at 556,0.0
curve 3 at 556,1.5072418632311427e+22
curve 1 at 557,0.10628528453687391
curve 2 at 557,0.0
curve 3 at 557,1.4802906923476927e+22
curve 1 at 558,-2.4654019845061397
curve 2 at 558,0.0
curve 3 at 558,1.4537621451428315e+22
curve 1 at 559,-2.7704100387779835
curve 2 at 559,0.0
curve 3 at 559,1.4276505283849324e+22
curve 1 at 560,-0.5283158797978342
curve 2 at 560,0.0
curve 3 at 560,1.401950212898463e+22
curve 1 at 561,2.199509462614934
curve 2 at 561,0.0
curve 3 at 561,1.376655632986113e+22
curve 1 at 562,2.9051159486571176
curve 2 at 562,0.0
curve 3 at 562,1.3517612858548416e+22
curve 1 at 563,0.9397722291325638
curve 2 at 563,0.0
curve 3 at 563,1.3272617310458206e+22
curve 1 at 564,-1.8895937438747858
curve 2 at 564,0.0
curve 3 at 564,1.3031515898682697e+22
curve 1 at 565,-2.9816759430716795
curve 2 at 565,0.0
curve 3 at 565,1.2794255448371502e+22
curve 1 at 566,-1.332419030911591
curve 2 at 566,0.0
curve 3 at 566,1.2560783391147086e+22
curve 1 at 567,1.5418577935034297
curve 2 at 567,0.0
curve 3 at 567,1.2331047759558526e+22
curve 1 at 568,2.9985576732129213
curve 2 at 568,0.0
curve 3 at 568,1.2104997181573363e+22
curve 1 at 569,1.6983974567276607
curve 2 at 569,0.0
curve 3 at 569,1.1882580875107447e+22
curve 1 at 570,-1.1632615489118434
curve 2 at 570,0.0
curve 3 at 570,1.1663748642592522e+22
curve 1 at 571,-2.9554232511372858
curve 2 at 571,0.0
curve 3 at 571,1.1448450865581445e+22
curve 1 at 572,-2.030382445899736
curve 2 at 572,0.0
curve 3 at 572,1.1236638499390825e+22
curve 1 at 573,0.7613826165096439
curve 2 at 573,0.0
curve 3 at 573,1.1028263067780911e+22
curve 1 at 574,2.8531360125958924
curve 2 at 574,0.0
curve 3 at 574,1.0823276657672553e+22
curve 1 at 575,2.321729316612337
curve 2 at 575,0.0
curve 3 at 575,1.0621631913901127e+22
curve 1 at 576,-0.34426460586128077
curve 2 at 576,0.0
curve 3 at 576,1.0423282034007123e+22
curve 1 at 577,-2.6937432373636097
curve 2 at 577,0.0
curve 3 at 577,1.0228180763063366e+22
curve 1 at 578,-2.566606759267251
curve 2 at 578,0.0
curve 3 at 578,1.0036282388538576e+22
curve 1 at 579,-0.07974386321408858
curve 2 at 579,0.0
curve 3 at 579,9.8475417351972e+21
curve 1 at 580,2.4804351729204397
curve 2 at 580,0.0
curve 3 at 580,9.66191416003527e+21
curve 1 at 581,2.7601135501847915
curve 2 at 581,0.0
curve 3 at 581,9.479355547252146e+21
curve 1 at 582,0.5021562583250407
curve 2 at 582,0.0
curve 3 at 582,9.299822303257967e+21
curve 1 at 583,-2.217481181626518
curve 2 at 583,0.0
curve 3 at 583,9.123271351716673e+21
curve 1 at 584,-2.8983766496290704
curve 2 at 584,0.0
curve 3 at 584,8.949660128624365e+21
curve 1 at 585,-0.914517992511402
curve 2 at 585,0.0
curve 3 at 585,8.778946577422894e+21
curve 1 at 586,1.9101442894054452
curve 2 at 586,0.0
curve 3 at 586,8.611089144148479e+21
curve 1 at 587,2.9786287207246445
curve 2 at 587,0.0
curve 3 at 587,8.446046772615194e+21
curve 1 at 588,1.30857564285974
curve 2 at 588,0.0
curve 3 at 588,8.283778899633159e+21
curve 1 at 589,-1.564575846244643
curve 2 at 589,0.0
curve 3 at 589,8.12424545026127e+21
curve 1 at 590,-2.999263517722893
curve 2 at 590,0.0
curve 3 at 590,7.967406833094283e+21
curve 1 at 591,-1.6764421428190917
curve 2 at 591,0.0
curve 3 at 591,7.813223935584115e+21
curve 1 at 592,1.1876924068835324
curve 2 at 592,0.0
curve 3 at 592,7.661658119395176e+21
curve 1 at 593,2.9598680350215982
curve 2 at 593,0.0
curve 3 at 593,7.512671215793562e+21
curve 1 at 594,2.010754641891606
curve 2 at 594,0.0
curve 3 at 594,7.366225521069977e+21
curve 1 at 595,-0.7870372959233976
curve 2 at 595,0.0
curve 3 at 595,7.22228379199616e+21
curve 1 at 596,-2.8612307734748805
curve 2 at 596,0.0
curve 3 at 596,7.080809241314726e+21
curve 1 at 597,-2.30482187313532
curve 2 at 597,0.0
curve 3 at 597,6.941765533262203e+21
curve 1 at 598,0.3706296281342034
curve 2 at 598,0.0
curve 3 at 598,6.8051167791251e+21
curve 1 at 599,2.7053259585432428
curve 2 at 599,0.0
curve 3 at 599,6.670827532828896e+21
curve 1 at 600,2.5527580789174955
curve 2 at 600,0.0
curve 3 at 600,6.538862786559733e+21
curve 1 at 601,0.05319619418204792
curve 2 at 601,0.0
curve 3 at 601,6.40918796641866e+21
curve 1 at 602,-2.495274026157556
curve 2 at 602,0.0
curve 3 at 602,6.281768928108309e+21
curve 1 at 603,-2.7496008143936566
curve 2 at 603,0.0
curve 3 at 603,6.156571952651768e+21
curve 1 at 604,-0.47595729431005884
curve 2 at 604,0.0
curve 3 at 604,6.033563742143573e+21
curve 1 at 605,2.235279167172685
curve 2 at 605,0.0
curve 3 at 605,5.912711415532575e+21
curve 1 at 606,2.8914102708748923
curve 2 at 606,0.0
curve 3 at 606,5.793982504436594e+21
curve 1 at 607,0.8891921059563686
curve 2 at 607,0.0
curve 3 at 607,5.677344948988663e+21
curve 1 at 608,-1.930545180458946
curve 2 at 608,0.0
curve 3 at 608,5.562767093714692e+21
curve 1 at 609,-2.9753481311255534
curve 2 at 609,0.0
curve 3 at 609,5.450217683442431e+21
curve 1 at 610,-1.2846297315562472
curve 2 at 610,0.0
curve 3 at 610,5.339665859241541e+21
curve 1 at 611,1.5871713188323342
curve 2 at 611,0.0
curve 3 at 611,5.231081154394622e+21
curve 1 at 612,2.99973437830202
curve 2 at 612,0.0
curve 3 at 612,5.124433490399067e+21
curve 1 at 613,1.65435548434469
curve 2 at 613,0.0
curve 3 at 613,5.019693172999526e+21
curve 1 at 614,-1.212030212467942
curve 2 at 614,0.0
curve 3 at 614,4.916830888250888e+21
curve 1 at 615,-2.9640809215012505
curve 2 at 615,0.0
curve 3 at 615,4.815817698611585e+21
curve 1 at 616,-1.9909693008658305
curve 2 at 616,0.0
curve 3 at 616,4.7166250390670735e+21
curve 1 at 617,0.8126303131602783
curve 2 at 617,0.0
curve 3 at 617,4.6192247132833275e+21
curve 1 at 618,2.869101364903524
curve 2 at 618,0.0
curve 3 at 618,4.5235888897902085e+21
curve 1 at 619,2.287733853293324
curve 2 at 619,0.0
curve 3 at 619,4.429690098194544e+21
curve 1 at 620,-0.39696561260954955
curve 2 at 620,0.0
curve 3 at 620,4.3375012254227486e+21
curve 1 at 621,-2.7166967249799203
curve 2 at 621,0.0
curve 3 at 621,4.246995511992867e+21
curve 1 at 622,-2.538709397092599
curve 2 at 622,0.0
curve 3 at 622,4.1581465483158377e+21
curve 1 at 623,-0.026644357376571864
curve 2 at 623,0.0
curve 3 at 623,4.0709282710258807e+21
curve 1 at 624,2.509917381634726
curve 2 at 624,0.0
curve 3 at 624,3.9853149593398e+21
curve 1 at 625,2.738872655048104
curve 2 at 625,0.0
curve 3 at 625,3.901281231445091e+21
curve 1 at 626,0.4497210403686433
curve 2 at 626,0.0
curve 3 at 626,3.818802040916675e+21
curve 1 at 627,-2.2529020248309104
curve 2 at 627,0.0
curve 3 at 627,3.737852673162122e+21
curve 1 at 628,-2.884217358190927
curve 2 at 628,0.0
curve 3 at 628,3.65840874189521e+21
curve 1 at 629,-0.8637965536800338
curve 2 at 629,0.0
curve 3 at 629,3.580446185637657e+21
curve 1 at 630,1.950794818682378
curve 2 at 630,0.0
curve 3 at 630,3.5039412642488957e+21
curve 1 at 631,2.9718344312994507
curve 2 at 631,0.0
curve 3 at 631,3.4288705554837175e+21
curve 1 at 632,1.2605831730964714
curve 2 at 632,0.0
curve 3 at 632,3.355210951577661e+21
curve 1 at 633,-1.6096424409742505
curve 2 at 633,0.0
curve 3 at 633,3.2829396558599737e+21
curve 1 at 634,-2.9999702180596888
curve 2 at 634,0.0
curve 3 at 634,3.212034179394011e+21
curve 1 at 635,-1.632139211732541
curve 2 at 635,0.0
curve 3 at 635,3.1424723376449184e+21
curve 1 at 636,1.2362730588658892
curve 2 at 636,0.0
curve 3 at 636,3.07423224717445e+21
curve 1 at 637,2.968061580508338
curve 2 at 637,0.0
curve 3 at 637,3.007292322362782e+21
curve 1 at 638,1.9710279729486908
curve 2 at 638,0.0
curve 3 at 638,2.941631272157156e+21
curve 1 at 639,-0.8381596630787718
curve 2 at 639,0.0
curve 3 at 639,2.8772280968472334e+21
curve 1 at 640,-2.876747170242938
curve 2 at 640,0.0
curve 3 at 640,2.814062084866978e+21
curve 1 at 641,-2.2704665958850385
curve 2 at 641,0.0
curve 3 at 641,2.752112809622962e+21
curve 1 at 642,0.4232704959363936
curve 2 at 642,0.0
curve 3 at 642,2.6913601263489107e+21
curve 1 at 643,2.7278546458058077
curve 2 at 643,0.0
curve 3 at 643,2.6317841689863693e+21
curve 1 at 644,2.5244618144675974
curve 2 at 644,0.0
curve 3 at 644,2.5733653470913317e+21
curve 1 at 645,9.043306001378172e-05
curve 2 at 645,0.0
curve 3 at 645,2.516084342766692e+21
curve 1 at 646,-2.524364092085893
curve 2 at 646,0.0
curve 3 at 646,2.4599221076203725e+21
curve 1 at 647,-2.7279299126694956
curve 2 at 647,0.0
curve 3 at 647,2.404859859748984e+21
curve 1 at 648,-0.4234495520381101
curve 2 at 648,0.0
curve 3 at 648,2.350879080746887e+21
curve 1 at 649,2.270348373899452
curve 2 at 649,0.0
curve 3 at 649,2.2979615127404845e+21
curve 1 at 650,2.876798475121821
curve 2 at 650,0.0
curve 3 at 650,2.246089155447632e+21
curve 1 at 651,0.838333325353084
curve 2 at 651,0.0
curve 3 at 651,2.195244263262007e+21
curve 1 at 652,-1.9708916175730677
curve 2 at 652,0.0
curve 3 at 652,2.1454093423623002e+21
curve 1 at 653,-2.9680878965349167
curve 2 at 653,0.0
curve 3 at 653,2.0965671478460854e+21
curve 1 at 654,-1.2364378514611962
curve 2 at 654,0.0
curve 3 at 654,2.0487006808882322e+21
curve 1 at 655,1.6319874521206517
curve 2 at 655,0.0
curve 3 at 655,2.0017931859237132e+21
curve 1 at 656,2.9999710185185124
curve 2 at 656,0.0
curve 3 at 656,1.9558281478546742e+21
curve 1 at 657,1.6097950655656368
curve 2 at 657,0.0
curve 3 at 657,1.910789289281621e+21
curve 1 at 658,-1.2604190467179792
curve 2 at 658,0.0
curve 3 at 658,1.8666605677585873e+21
curve 1 at 659,-2.97180970016933
curve 2 at 659,0.0
curve 3 at 659,1.8234261730721417e+21
curve 1 at 660,-1.9509322204876085
curve 2 at 660,0.0
curve 3 at 660,1.7810705245440998e+21
curve 1 at 661,0.8636233455255202
curve 2 at 661,0.0
curve 3 at 661,1.7395782683578005e+21
curve 1 at 662,2.8841675904655997
curve 2 at 662,0.0
curve 3 at 662,1.6989342749078064e+21
curve 1 at 663,2.25302145375192
curve 2 at 663,0.0
curve 3 at 663,1.6591236361728974e+21
curve 1 at 664,-0.4495422172004985
curve 2 at 664,0.0
curve 3 at 664,1.620131663112215e+21
curve 1 at 665,-2.7387988468289306
curve 2 at 665,0.0
curve 3 at 665,1.5819438830844232e+21
curve 1 at 666,-2.510016447300848
curve 2 at 666,0.0
curve 3 at 666,1.5445460372897517e+21
curve 1 at 667,0.026463498341722312
curve 2 at 667,0.0
curve 3 at 667,1.507924078234779e+21
curve 1 at 668,2.538613025651589
curve 2 at 668,0.0
curve 3 at 668,1.4720641672198305e+21
curve 1 at 669,2.7167734445911744
curve 2 at 669,0.0
curve 3 at 669,1.4369526718488495e+21
curve 1 at 670,0.3971448876162917
curve 2 at 670,0.0
curve 3 at 670,1.4025761635616054e+21
curve 1 at 671,-2.2876168475055234
curve 2 at 671,0.0
curve 3 at 671,1.3689214151881106e+21
curve 1 at 672,-2.869154202916369
curve 2 at 672,0.0
curve 3 at 672,1.3359753985251127e+21
curve 1 at 673,-0.8128044159484342
curve 2 at 673,0.0
curve 3 at 673,1.30372528193452e+21
curve 1 at 674,1.9908340026028783
curve 2 at 674,0.0
curve 3 at 674,1.272158427963639e+21
curve 1 at 675,2.9641088203625
curve 2 at 675,0.0
curve 3 at 675,1.2412623909870816e+21
curve 1 at 676,1.2121956583690228
curve 2 at 676,0.0
curve 3 at 676,1.2110249148702185e+21
curve 1 at 677,-1.654204601602239
curve 2 at 677,0.0
curve 3 at 677,1.1814339306540418e+21
curve 1 at 678,-2.999736779615777
curve 2 at 678,0.0
curve 3 at 678,1.1524775542613031e+21
curve 1 at 679,-1.5873247964455048
curve 2 at 679,0.0
curve 3 at 679,1.1241440842238084e+21
curve 1 at 680,1.2844662842534131
curve 2 at 680,0.0
curve 3 at 680,1.0964219994307223e+21
curve 1 at 681,2.975324986829506
curve 2 at 681,0.0
curve 3 at 681,1.0692999568977666e+21
curve 1 at 682,1.9306836179287359
curve 2 at 682,0.0
curve 3 at 682,1.0427667895571743e+21
curve 1 at 683,-0.889019365492029
curve 2 at 683,0.0
curve 3 at 683,1.0168115040682747e+21
curve 1 at 684,-2.8913620442022836
curve 2 at 684,0.0
curve 3 at 684,9.914232786485785e+20
curve 1 at 685,-2.2353997936721948
curve 2 at 685,0.0
curve 3 at 685,9.665914609252346e+20
curve 1 at 686,0.4757787180857823
curve 2 at 686,0.0
curve 3 at 686,9.42305565806732e+20
curve 1 at 687,2.7495284706016667
curve 2 at 687,0.0
curve 3 at 687,9.185552733747182e+20
curve 1 at 688,2.4953744273465777
curve 2 at 688,0.0
curve 3 at 688,8.953304267958083e+20
curve 1 at 689,-0.05301535640217729
curve 2 at 689,0.0
curve 3 at 689,8.726210302532535e+20
curve 1 at 690,-2.5526630659676126
curve 2 at 690,0.0
curve 3 at 690,8.504172468983507e+20
curve 1 at 691,-2.7054041248912957
curve 2 at 691,0.0
curve 3 at 691,8.287093968214587e+20
curve 1 at 692,-0.37080910800027456
curve 2 at 692,0.0
curve 3 at 692,8.074879550425013e+20
curve 1 at 693,2.304706092712383
curve 2 at 693,0.0
curve 3 at 693,7.867435495208305e+20
curve 1 at 694,2.861285140481977
curve 2 at 694,0.0
curve 3 at 694,7.664669591843231e+20
curve 1 at 695,0.7872118255849294
curve 2 at 695,0.0
curve 3 at 695,7.466491119775892e+20
curve 1 at 696,-2.0106204113415664
curve 2 at 696,0.0
curve 3 at 696,7.27281082929168e+20
curve 1 at 697,-2.959897514531721
curve 2 at 697,0.0
curve 3 at 697,7.083540922375846e+20
curve 1 at 698,-1.1878584931281626
curve 2 at 698,0.0
curve 3 at 698,6.898595033761498e+20
curve 1 at 699,1.6762921487673208
curve 2 at 699,0.0
curve 3 at 699,6.717888212163759e+20
curve 1 at 700,2.999267519703447
curve 2 at 700,0.0
curve 3 at 700,6.541336901698855e+20
curve 1 at 701,1.5647301648550562
curve 2 at 701,0.0
curve 3 at 701,6.368858923486978e+20
curve 1 at 702,-1.3084128874382046
curve 2 at 702,0.0
curve 3 at 702,6.200373457437633e+20
curve 1 at 703,-2.9786071650759616
curve 2 at 703,0.0
curve 3 at 703,6.035801024216292e+20
curve 1 at 704,-1.9102837516936049
curve 2 at 704,0.0
curve 3 at 704,5.8750634673911674e+20
curve 1 at 705,0.9143457332709705
curve 2 at 705,0.0
curve 3 at 705,5.7180839357588426e+20
curve 1 at 706,2.8983299677876055
curve 2 at 706,0.0
curve 3 at 706,5.5647868658476424e+20
curve 1 at 707,2.2176029962537784
curve 2 at 707,0.0
curve 3 at 707,5.41509796459747e+20
curve 1 at 708,-0.5019779430355814
curve 2 at 708,0.0
curve 3 at 708,5.2689441922149705e+20
curve 1 at 709,-2.760042676487919
curve 2 at 709,0.0
curve 3 at 709,5.126253745202809e+20
curve 1 at 710,-2.4805369017662082
curve 2 at 710,0.0
curve 3 at 710,4.9869560395618936e+20
curve 1 at 711,0.07956306085733252
curve 2 at 711,0.0
curve 3 at 711,4.850981694165359e+20
curve 1 at 712,2.566513112252496
curve 2 at 712,0.0
curve 3 at 712,4.7182625143031294e+20
curve 1 at 713,2.6938228443243455
curve 2 at 713,0.0
curve 3 at 713,4.588731475395905e+20
curve 1 at 714,0.34444427652493387
curve 2 at 714,0.0
curve 3 at 714,4.462322706877394e+20
curve 1 at 715,-2.321614770625336
curve 2 at 715,0.0
curve 3 at 715,4.338971476243624e+20
curve 1 at 716,-2.853191904337736
curve 2 at 716,0.0
curve 3 at 716,4.218614173268193e+20
curve 1 at 717,-0.7615575593706395
curve 2 at 717,0.0
curve 3 at 717,4.101188294382278e+20
curve 1 at 718,2.030249293579198
curve 2 at 718,0.0
curve 3 at 718,3.9866324272182696e+20
curve 1 at 719,2.955454308986644
curve 2 at 719,0.0
curve 3 at 719,3.874886235315899e+20
curve 1 at 720,1.1634282624876289
curve 2 at 720,0.0
curve 3 at 720,3.7658904429896565e+20
curve 1 at 721,-1.6982483631181857
curve 2 at 721,0.0
curve 3 at 721,3.6595868203564525e+20
curve 1 at 722,-2.998563275546728
curve 2 at 722,0.0
curve 3 at 722,3.555918168522299e+20
curve 1 at 723,-1.5420129410206527
curve 2 at 723,0.0
curve 3 at 723,3.454828304926935e+20
curve 1 at 724,1.3322569801227875
curve 2 at 724,0.0
curve 3 at 724,3.356262048845258e+20
curve 1 at 725,2.9816559777591856
curve 2 at 725,0.0
curve 3 at 725,3.2601652070444256e+20
curve 1 at 726,1.8897342200548337
curve 2 at 726,0.0
curve 3 at 726,3.1664845595955226e+20
curve 1 at 727,-0.9396004646120709
curve 2 at 727,0.0
curve 3 at 727,3.075167845838677e+20
curve 1 at 728,-2.9050708153041884
curve 2 at 728,0.0
curve 3 at 728,2.9861637505005034e+20
curve 1 at 729,-2.1996324558261082
curve 2 at 729,0.0
curve 3 at 729,2.8994218899627868e+20
curve 1 at 730,0.5281378394136979
curve 2 at 730,0.0
curve 3 at 730,2.8148927986812925e+20
curve 1 at 731,2.7703406407289846
curve 2 at 731,0.0
curve 3 at 731,2.7325279157535946e+20
curve 1 at 732,2.4655050330384825
curve 2 at 732,0.0
curve 3 at 732,2.652279571634852e+20
curve 1 at 733,-0.10610453176859277
curve 2 at 733,0.0
curve 3 at 733,2.5741009750004285e+20
curve 1 at 734,-2.5801620793937423
curve 2 at 734,0.0
curve 3 at 734,2.4979461997542605e+20
curve 1 at 735,-2.6820305102513537
curve 2 at 735,0.0
curve 3 at 735,2.4237701721819136e+20
curve 1 at 736,-0.31805245880127697
curve 2 at 736,0.0
curve 3 at 736,2.3515286582472324e+20
curve 1 at 737,2.338341556496631
curve 2 at 737,0.0
curve 3 at 737,2.2811782510315143e+20
curve 1 at 738,2.844875128566126
curve 2 at 738,0.0
curve 3 at 738,2.2126763583141406e+20
curve 1 at 739,0.7358436272457658
curve 2 at 739,0.0
curve 3 at 739,2.1459811902935915e+20
curve 1 at 740,-2.0497191114475997
curve 2 at 740,0.0
curve 3 at 740,2.0810517474477916e+20
curve 1 at 741,-2.950779551840031
curve 2 at 741,0.0
curve 3 at 741,2.0178478085327235e+20
curve 1 at 742,-1.1389068804878497
curve 2 at 742,0.0
curve 3 at 742,1.9563299187182525e+20
curve 1 at 743,1.720071524446681
curve 2 at 743,0.0
curve 3 at 743,1.89645937786012e+20
curve 1 at 744,2.9976241023211854
curve 2 at 744,0.0
curve 3 at 744,1.8381982289070542e+20
curve 1 at 745,1.5191749047734167
curve 2 at 745,0.0
curve 3 at 745,1.7815092464419563e+20
curve 1 at 746,-1.3559966941890078
curve 2 at 746,0.0
curve 3 at 746,1.7263559253561285e+20
curve 1 at 747,-2.9844711860132085
curve 2 at 747,0.0
curve 3 at 747,1.672702469655505e+20
curve 1 at 748,-1.8690366330109087
curve 2 at 748,0.0
curve 3 at 748,1.620513781397863e+20
curve 1 at 749,0.9647815808775727
curve 2 at 749,0.0
curve 3 at 749,1.5697554497599763e+20
curve 1 at 750,2.9115840586254316
curve 2 at 750,0.0
curve 3 at 750,1.5203937402337044e+20
curve 1 at 751,2.181489580330961
curve 2 at 751,0.0
curve 3 at 751,1.4723955839499903e+20
curve 1 at 752,-0.5542563576651337
curve 2 at 752,0.0
curve 3 at 752,1.4257285671297529e+20
curve 1 at 753,-2.7804215565080574
curve 2 at 753,0.0
curve 3 at 753,1.3803609206606704e+20
curve 1 at 754,-2.4502799988684374
curve 2 at 754,0.0
curve 3 at 754,1.3362615097988437e+20
curve 1 at 755,0.13263768968565842
curve 2 at 755,0.0
curve 3 at 755,1.2933998239943416e+20
curve 1 at 756,2.593608898032805
curve 2 at 756,0.0
curve 3 at 756,1.2517459668396271e+20
curve 1 at 757,2.670028046568841
curve 2 at 757,0.0
curve 3 at 757,1.2112706461398773e+20
curve 1 at 758,0.29163572255469344
curve 2 at 758,0.0
curve 3 at 758,1.171945164104198e+20
curve 1 at 759,-2.3548851398291974
curve 2 at 759,0.0
curve 3 at 759,1.1337414076567598e+20
curve 1 at 760,-2.836335464763357
curve 2 at 760,0.0
curve 3 at 760,1.096631838866861e+20
curve 1 at 761,-0.7100720438252501
curve 2 at 761,0.0
curve 3 at 761,1.060589485496952e+20
curve 1 at 762,2.0690283395407865
curve 2 at 762,0.0
curve 3 at 762,1.0255879316676403e+20
curve 1 at 763,2.9458736093460804
curve 2 at 763,0.0
curve 3 at 763,9.91601308638709e+19
curve 1 at 764,1.114296268310787
curve 2 at 764,0.0
curve 3 at 764,9.58604285705186e+19
curve 1 at 765,-1.7417599229689174
curve 2 at 765,0.0
curve 3 at 765,9.265720612074971e+19
curve 1 at 766,-2.996450073608426
curve 2 at 766,0.0
curve 3 at 766,8.954803536547527e+19
curve 1 at 767,-1.4962178454098616
curve 2 at 767,0.0
curve 3 at 767,8.653053929602097e+19
curve 1 at 768,1.3796301696964097
curve 2 at 768,0.0
curve 3 at 768,8.360239117879615e+19
curve 1 at 769,2.987052569274308
curve 2 at 769,0.0
curve 3 at 769,8.076131370099125e+19
curve 1 at 770,1.8481926121601093
curve 2 at 770,0.0
curve 3 at 770,7.800507812720917e+19
curve 1 at 771,-0.9898871091971724
curve 2 at 771,0.0
curve 3 at 771,7.53315034669374e+19
curve 1 at 772,-2.9178691874568683
curve 2 at 772,0.0
curve 3 at 772,7.273845565276726e+19
curve 1 at 773,-2.16317579121191
curve 2 at 773,0.0
curve 3 at 773,7.022384672926735e+19
curve 1 at 774,0.5803314514770035
curve 2 at 774,0.0
curve 3 at 774,6.778563405241893e+19
curve 1 at 775,2.7902846340135685
curve 2 at 775,0.0
curve 3 at 775,6.5421819499521065e+19
curve 1 at 776,2.434862992094935
curve 2 at 776,0.0
curve 3 at 776,6.313044868947366e+19
curve 1 at 777,-0.1591604558097853
curve 2 at 777,0.0
curve 3 at 777,6.090961021334744e+19
curve 1 at 778,-2.6068525146490376
curve 2 at 778,0.0
curve 3 at 778,5.875743487514974e+19
curve 1 at 779,-2.6578163936362817
curve 2 at 779,0.0
